2010,"Bahrain Grand Prix","Toro Rosso",189.026
2010,"Bahrain Grand Prix","Williams",186.789
2010,"Bahrain Grand Prix","Lotus",184.81
2010,"Bahrain Grand Prix","Toro Rosso",188.844
2010,"Bahrain Grand Prix","Lotus",184.465
2010,"Bahrain Grand Prix","Sauber",186.406
2010,"Bahrain Grand Prix","HRT",175.613
2010,"Bahrain Grand Prix","Virgin",178.467
2010,"Bahrain Grand Prix","Renault",182.422
2010,"Bahrain Grand Prix","Sauber",181.347
2010,"Bahrain Grand Prix","Virgin",175.295
2010,"Bahrain Grand Prix","HRT",
2010,"Australian Grand Prix","McLaren",213.804
2010,"Australian Grand Prix","Renault",213.138
2010,"Australian Grand Prix","Ferrari",213.216
2010,"Australian Grand Prix","Ferrari",212.812
2010,"Australian Grand Prix","Mercedes",215.742
2010,"Australian Grand Prix","McLaren",215.7
2010,"Australian Grand Prix","Force India",212.865
2010,"Australian Grand Prix","Williams",213.998
2010,"Australian Grand Prix","Red Bull",216.061
2010,"Australian Grand Prix","Mercedes",214.058
2010,"Australian Grand Prix","Toro Rosso",212.798
2010,"Australian Grand Prix","Sauber",210.745
2010,"Australian Grand Prix","Lotus",203.878
2010,"Australian Grand Prix","HRT",200.86
2010,"Australian Grand Prix","Virgin",202.597
2010,"Australian Grand Prix","Virgin",197.613
2010,"Australian Grand Prix","Red Bull",208.515
2010,"Australian Grand Prix","Force India",184.947
2010,"Australian Grand Prix","Renault",185.11
2010,"Australian Grand Prix","HRT",129.626
2010,"Australian Grand Prix","Toro Rosso",
2010,"Australian Grand Prix","Williams",
2010,"Australian Grand Prix","Sauber",
2010,"Australian Grand Prix","Lotus",
2010,"Malaysian Grand Prix","Red Bull",204.009
2010,"Malaysian Grand Prix","Red Bull",205.605
2010,"Malaysian Grand Prix","Mercedes",203.352
2010,"Malaysian Grand Prix","Renault",203.466
2010,"Malaysian Grand Prix","Force India",203.288
2010,"Malaysian Grand Prix","McLaren",204.151
2010,"Malaysian Grand Prix","Ferrari",204.07
2010,"Malaysian Grand Prix","McLaren",202.584
2010,"Malaysian Grand Prix","Toro Rosso",200.572
2010,"Malaysian Grand Prix","Williams",201.311
2010,"Malaysian Grand Prix","Toro Rosso",204.433
2010,"Malaysian Grand Prix","Williams",200.695
2010,"Malaysian Grand Prix","Ferrari",205.23
2010,"Malaysian Grand Prix","Virgin",193.315
2010,"Malaysian Grand Prix","HRT",190.426
2010,"Malaysian Grand Prix","HRT",189.443
2010,"Malaysian Grand Prix","Lotus",192.329
2010,"Malaysian Grand Prix","Lotus",194.299
2010,"Malaysian Grand Prix","Renault",198.174
2010,"Malaysian Grand Prix","Force India",194.502
2010,"Malaysian Grand Prix","Mercedes",195.474
2010,"Malaysian Grand Prix","Sauber",193.098
2010,"Malaysian Grand Prix","Virgin",187.566
2010,"Malaysian Grand Prix","Sauber",
2010,"Chinese Grand Prix","McLaren",190.731
2010,"Chinese Grand Prix","McLaren",192.273
2010,"Chinese Grand Prix","Mercedes",190.068
2010,"Chinese Grand Prix","Ferrari",188.445
2010,"Chinese Grand Prix","Renault",189.362
2010,"Chinese Grand Prix","Red Bull",191.715
2010,"Chinese Grand Prix","Renault",189.05
2010,"Chinese Grand Prix","Red Bull",191.246
2010,"Chinese Grand Prix","Ferrari",187.616
2010,"Chinese Grand Prix","Mercedes",188.149
2010,"Chinese Grand Prix","Force India",188.03
2010,"Chinese Grand Prix","Williams",185.901
2010,"Chinese Grand Prix","Toro Rosso",189.134
2010,"Chinese Grand Prix","Lotus",183.156
2010,"Chinese Grand Prix","Williams",187.697
2010,"Chinese Grand Prix","HRT",181.337
2010,"Chinese Grand Prix","HRT",180.383
2010,"Chinese Grand Prix","Lotus",178.925
2010,"Chinese Grand Prix","Virgin",173.376
2010,"Chinese Grand Prix","Sauber",182.14
2010,"Chinese Grand Prix","Toro Rosso",
2010,"Chinese Grand Prix","Sauber",
2010,"Chinese Grand Prix","Force India",
2010,"Chinese Grand Prix","Virgin",
2010,"Spanish Grand Prix","Red Bull",197.552
2010,"Spanish Grand Prix","Ferrari",197.51
2010,"Spanish Grand Prix","Red Bull",196.745
2010,"Spanish Grand Prix","Mercedes",195.933
2010,"Spanish Grand Prix","McLaren",196.768
2010,"Spanish Grand Prix","Ferrari",196.006
2010,"Spanish Grand Prix","Force India",195.212
2010,"Spanish Grand Prix","Renault",196.077
2010,"Spanish Grand Prix","Williams",195.478
2010,"Spanish Grand Prix","Toro Rosso",195.645
2010,"Spanish Grand Prix","Renault",196.068
2010,"Spanish Grand Prix","Sauber",194.672
2010,"Spanish Grand Prix","Mercedes",196.103
2010,"Spanish Grand Prix","McLaren",198.655
2010,"Spanish Grand Prix","Force India",195.032
2010,"Spanish Grand Prix","Williams",192.924
2010,"Spanish Grand Prix","Lotus",187.106
2010,"Spanish Grand Prix","Virgin",186.664
2010,"Spanish Grand Prix","Virgin",186.398
2010,"Spanish Grand Prix","Toro Rosso",193.233
2010,"Spanish Grand Prix","HRT",182.071
2010,"Spanish Grand Prix","Sauber",185.353
2010,"Spanish Grand Prix","HRT",
2010,"Spanish Grand Prix","Lotus",
2010,"Monaco Grand Prix","Red Bull",159.643
2010,"Monaco Grand Prix","Red Bull",159.91
2010,"Monaco Grand Prix","Renault",159.568
2010,"Monaco Grand Prix","Ferrari",159.251
2010,"Monaco Grand Prix","McLaren",157.755
2010,"Monaco Grand Prix","Ferrari",158.408
2010,"Monaco Grand Prix","Mercedes",158.295
2010,"Monaco Grand Prix","Force India",158.287
2010,"Monaco Grand Prix","Force India",157.915
2010,"Monaco Grand Prix","Toro Rosso",157.19
2010,"Monaco Grand Prix","Toro Rosso",157.421
2010,"Monaco Grand Prix","Mercedes",159.089
2010,"Monaco Grand Prix","Renault",157.371
2010,"Monaco Grand Prix","HRT",151.144
2010,"Monaco Grand Prix","Lotus",151.55
2010,"Monaco Grand Prix","Lotus",153.365
2010,"Monaco Grand Prix","HRT",150.056
2010,"Monaco Grand Prix","Williams",152.06
2010,"Monaco Grand Prix","Sauber",152.637
2010,"Monaco Grand Prix","Virgin",146.179
2010,"Monaco Grand Prix","Virgin",148.857
2010,"Monaco Grand Prix","Sauber",151.684
2010,"Monaco Grand Prix","McLaren",89.54
2010,"Monaco Grand Prix","Williams",
2010,"Turkish Grand Prix","McLaren",213.342
2010,"Turkish Grand Prix","McLaren",213.769
2010,"Turkish Grand Prix","Red Bull",215.447
2010,"Turkish Grand Prix","Mercedes",213.971
2010,"Turkish Grand Prix","Mercedes",213.574
2010,"Turkish Grand Prix","Renault",214.521
2010,"Turkish Grand Prix","Ferrari",213.529
2010,"Turkish Grand Prix","Ferrari",213.493
2010,"Turkish Grand Prix","Force India",213.617
