"RESULTID","RACEID","DRIVERID","GRID","POSITIONTEXT","POINTS","LAPS","TIME","FASTESTLAP","FASTESTLAPSPEED"
14944,604,283,22,"N",0,50,"",,
14945,604,252,18,"N",0,47,"",,
14946,604,222,6,"R",0,44,"",,
14947,604,232,15,"R",0,43,"",,
14948,604,182,5,"R",0,38,"",,
14949,604,172,11,"R",0,31,"",,
14950,604,288,14,"R",0,27,"",,
14951,604,319,26,"W",0,25,"",,
14952,604,230,25,"R",0,21,"",,
14953,604,324,23,"R",0,9,"",,
14954,604,235,16,"R",0,7,"",,
14955,604,314,27,"D",0,6,"",,
14956,604,207,3,"D",0,4,"",,
14957,604,304,17,"R",0,4,"",,
14958,604,233,0,"F",0,0,"",,
14959,604,270,0,"F",0,0,"",,
14960,604,306,0,"F",0,0,"",,
14961,605,224,2,"1",9,96,"56:18.2",,
14962,605,327,6,"2",6,96,"4.69",,
14963,605,328,4,"3",4,96,"33.19",,
14964,605,235,3,"4",3,96,"42.57",,
14965,605,304,8,"5",2,95,"",,
14966,605,290,13,"6",1,95,"",,
14967,605,223,1,"7",0,93,"",,
14968,605,309,11,"8",0,92,"",,
14969,605,232,14,"9",0,92,"",,
14970,605,329,18,"10",0,90,"",,
14971,605,197,17,"R",0,84,"",,
14972,605,306,7,"R",0,79,"",,
14973,605,307,19,"N",0,79,"",,
14974,605,238,5,"R",0,67,"",,
14975,605,182,13,"R",0,66,"",,
14976,605,199,9,"R",0,16,"",,
14977,605,305,10,"R",0,10,"",,
14978,605,250,15,"R",0,10,"",,
14979,605,330,16,"R",0,0,"",,
14980,606,224,2,"1",9,40,"43:55.6",,
14981,606,328,8,"2",6,40,"13.5",,
14982,606,304,5,"3",4,40,"+1:46.4",,
14983,606,232,17,"4",3,39,"",,
14984,606,235,3,"5",2,39,"",,
14985,606,223,4,"6",1,39,"",,
14986,606,307,14,"7",0,39,"",,
14987,606,182,13,"8",0,38,"",,
14988,606,330,18,"9",0,38,"",,
14989,606,327,9,"10",0,38,"",,
14990,606,199,7,"11",0,38,"",,
14991,606,331,20,"12",0,36,"",,
14992,606,306,10,"R",0,23,"",,
14993,606,329,19,"R",0,18,"",,
14994,606,250,6,"R",0,9,"",,
14995,606,305,14,"R",0,6,"",,
14996,606,197,15,"R",0,6,"",,
14997,606,238,1,"R",0,5,"",,
14998,606,290,11,"R",0,5,"",,
14999,606,309,12,"R",0,3,"",,
15000,607,328,16,"1",9,79,"43:11.1",,
15001,607,309,6,"2",6,79,"24.55",,
15002,607,224,2,"3",4,79,"25.06",,
15003,607,232,15,"4",3,78,"",,
15004,607,304,1,"5",2,77,"",,
15005,607,332,21,"6",1,77,"",,
15006,607,199,8,"7",0,77,"",,
15007,607,333,20,"8",0,77,"",,
15008,607,222,3,"9",0,75,"",,
15009,607,307,19,"10",0,73,"",,
15010,607,238,4,"11",0,73,"",,
15011,607,250,9,"R",0,69,"",,
15012,607,292,22,"N",0,67,"",,
15013,607,197,18,"N",0,66,"",,
15014,607,327,25,"N",0,66,"",,
15015,607,329,23,"N",0,65,"",,
15016,607,290,17,"R",0,52,"",,
15017,607,334,24,"R",0,35,"",,
15018,607,182,10,"R",0,26,"",,
15019,607,262,14,"R",0,14,"",,
15020,607,306,7,"R",0,4,"",,
15021,607,293,13,"R",0,3,"",,
15022,607,223,5,"R",0,2,"",,
15023,607,235,11,"R",0,2,"",,
15024,607,305,12,"R",0,2,"",,
15025,608,224,7,"1",9,75,"48:18.7",,
15026,608,327,3,"2",6,75,"42.7",,
15027,608,332,14,"3",4,75,"+1:13.1",,
15028,608,309,5,"4",3,74,"",,
15029,608,306,10,"5",2,74,"",,
15030,608,304,2,"6",1,74,"",,
15031,608,329,19,"7",0,74,"",,
15032,608,280,18,"8",0,73,"",,
15033,608,223,8,"9",0,69,"",,
15034,608,290,12,"10",0,69,"",,
15035,608,330,20,"11",0,69,"",,
15036,608,235,6,"12",0,69,"",,
15037,608,199,15,"R",0,66,"",,
15038,608,307,21,"R",0,63,"",,
15039,608,238,1,"R",0,56,"",,
15040,608,328,4,"R",0,47,"",,
15041,608,182,11,"R",0,28,"",,
15042,608,289,22,"R",0,27,"",,
15043,608,305,9,"R",0,25,"",,
15044,608,262,13,"R",0,23,"",,
15045,608,333,17,"R",0,17,"",,
15046,608,250,16,"R",0,13,"",,
15047,609,328,6,"1",9,70,"42:13.4",,
15048,609,327,4,"2",6,70,"31.84",,
15049,609,224,9,"3",4,70,"+2:02.79",,
15050,609,333,18,"4",3,69,"",,
15051,609,182,14,"5",2,69,"",,
15052,609,278,15,"6",1,67,"",,
15053,609,304,2,"7",0,67,"",,
15054,609,250,8,"8",0,66,"",,
15055,609,289,23,"9",0,65,"",,
15056,609,223,12,"10",0,63,"",,
15057,609,329,20,"11",0,63,"",,
15058,609,197,16,"R",0,60,"",,
15059,609,306,5,"N",0,56,"",,
15060,609,290,19,"R",0,46,"",,
15061,609,238,1,"R",0,42,"",,
15062,609,309,10,"R",0,33,"",,
15063,609,307,21,"R",0,16,"",,
15064,609,199,7,"R",0,14,"",,
15065,609,332,11,"R",0,13,"",,
15066,609,262,22,"R",0,11,"",,
15067,609,235,3,"R",0,6,"",,
15068,609,330,17,"R",0,6,"",,
15069,609,305,13,"R",0,4,"",,
15070,610,328,1,"1",9,78,"57:44.3",,
15071,610,224,5,"2",6,78,"1.3",,
15072,610,238,2,"3",4,77,"",,
15073,610,327,4,"4",3,77,"",,
15074,610,309,15,"5",2,76,"",,
15075,610,304,3,"6",1,76,"",,
15076,610,333,25,"7",0,75,"",,
15077,610,305,13,"8",0,75,"",,
15078,610,231,18,"9",0,73,"",,
15079,610,262,22,"10",0,72,"",,
15080,610,290,9,"11",0,71,"",,
15081,610,197,14,"R",0,67,"",,
15082,610,289,24,"R",0,62,"",,
15083,610,232,16,"R",0,58,"",,
15084,610,199,19,"R",0,46,"",,
15085,610,235,7,"R",0,44,"",,
15086,610,307,10,"R",0,41,"",,
15087,610,306,11,"R",0,39,"",,
15088,610,250,17,"R",0,31,"",,
15089,610,259,23,"R",0,31,"",,
15090,610,330,21,"R",0,30,"",,
15091,610,182,6,"R",0,24,"",,
15092,610,278,12,"R",0,22,"",,
15093,610,223,8,"R",0,15,"",,
15094,610,329,20,"R",0,3,"",,
15095,611,304,6,"1",9,80,"56:46.0",,
15096,611,238,1,"2",6,80,"4.039",,
15097,611,327,2,"3",4,80,"14.667",,
15098,611,199,5,"4",3,80,"18.068",,
15099,611,328,3,"5",2,80,"25.998",,
15100,611,235,8,"6",1,79,"",,
15101,611,309,7,"7",0,79,"",,
15102,611,329,21,"8",0,78,"",,
15103,611,223,12,"9",0,77,"",,
15104,611,250,16,"10",0,77,"",,
15105,611,307,11,"11",0,77,"",,
15106,611,224,4,"12",0,76,"",,
15107,611,182,15,"13",0,75,"",,
15108,611,332,19,"14",0,74,"",,
15109,611,306,9,"R",0,57,"",,
15110,611,262,17,"R",0,50,"",,
15111,611,305,10,"R",0,41,"",,
15112,611,197,20,"R",0,38,"",,
15113,611,289,18,"R",0,16,"",,
15114,611,290,12,"R",0,0,"",,
15115,611,317,14,"R",0,0,"",,
15116,612,238,5,"1",9,54,"41:36.5",,
15117,612,327,4,"2",6,54,"40.92",,
15118,612,199,8,"3",4,54,"46.48",,
15119,612,328,1,"4",3,54,"46.93",,
15120,612,235,12,"5",2,54,"48.9",,
15121,612,231,14,"6",1,54,"+1:22.54",,
15122,612,232,10,"7",0,54,"+1:29.19",,
15123,612,304,6,"8",0,54,"+1:29.53",,
15124,612,182,17,"9",0,54,"+1:45.76",,
15125,612,289,16,"10",0,53,"",,
15126,612,306,15,"11",0,53,"",,
15127,612,223,9,"12",0,53,"",,
15128,612,250,18,"13",0,51,"",,
15129,612,307,24,"14",0,51,"",,
15130,612,313,25,"15",0,51,"",,
15131,612,290,19,"16",0,50,"",,
15132,612,222,2,"R",0,43,"",,
15133,612,224,3,"R",0,41,"",,
15134,612,305,11,"R",0,29,"",,
15135,612,333,13,"R",0,28,"",,
15136,612,317,22,"R",0,20,"",,
15137,612,332,20,"R",0,16,"",,
15138,612,280,23,"R",0,16,"",,
15139,612,197,7,"R",0,7,"",,
15140,612,262,21,"R",0,0,"",,
15141,613,309,3,"1",9,67,"29:18.5",,
15142,613,238,1,"2",6,67,"2.8",,
15143,613,304,2,"3",4,67,"3",,
15144,613,231,11,"4",3,67,"3.4",,
15145,613,327,7,"5",2,67,"36.6",,
15146,613,199,8,"6",1,67,"44.7",,
15147,613,223,10,"7",0,67,"+1:11.7",,
15148,613,235,19,"8",0,67,"+1:17.4",,
15149,613,307,18,"9",0,66,"",,
15150,613,328,4,"10",0,66,"",,
15151,613,329,24,"11",0,65,"",,
15152,613,182,9,"12",0,63,"",,
15153,613,313,21,"13",0,61,"",,
15154,613,290,13,"R",0,44,"",,
15155,613,224,5,"R",0,36,"",,
15156,613,187,23,"R",0,36,"",,
15157,613,289,27,"R",0,24,"",,
15158,613,278,29,"R",0,6,"",,
15159,613,222,6,"R",0,0,"",,
15160,613,305,12,"R",0,0,"",,
15161,613,200,14,"R",0,0,"",,
15162,613,250,15,"R",0,0,"",,
15163,613,306,17,"R",0,0,"",,
15164,613,333,20,"R",0,0,"",,
15165,613,335,22,"R",0,0,"",,
15166,613,332,25,"R",0,0,"",,
15167,613,262,26,"R",0,0,"",,
15168,613,336,28,"R",0,0,"",,
15169,613,259,16,"R",0,0,"",,
15170,614,328,2,"1",9,72,"39:12.5",,
15171,614,327,3,"2",6,72,"15.83",,
15172,614,231,7,"3",4,72,"+1:03.01",,
15173,614,309,6,"4",3,72,"+1:09.13",,
15174,614,306,9,"5",2,72,"+1:13.37",,
15175,614,298,20,"6",1,70,"",,
15176,614,250,8,"7",0,69,"",,
15177,614,223,12,"8",0,68,"",,
15178,614,307,15,"9",0,68,"",,
15179,614,332,22,"10",0,67,"",,
15180,614,238,1,"11",0,66,"",,
15181,614,289,17,"N",0,56,"",,
15182,614,182,11,"R",0,52,"",,
15183,614,305,24,"R",0,52,"",,
15184,614,304,4,"R",0,31,"",,
15185,614,290,13,"R",0,27,"",,
15186,614,278,19,"R",0,22,"",,
15187,614,199,5,"R",0,9,"",,
15188,614,259,21,"R",0,8,"",,
15189,614,335,18,"R",0,7,"",,
15190,614,224,16,"R",0,2,"",,
15191,614,329,23,"R",0,2,"",,
15192,614,262,10,"R",0,1,"",,
15193,614,313,14,"W",0,0,"",,
15194,615,328,1,"1",9,14,"42:03.0",,
15195,615,327,3,"2",6,14,"1.6",,
15196,615,235,4,"3",4,14,"41.2",,
15197,615,250,11,"4",3,14,"53.8",,
15198,615,290,13,"5",2,14,"+1:19.9",,
15199,615,224,14,"6",1,14,"+1:24.3",,
15200,615,200,15,"7",0,14,"+1:25.2",,
15201,615,262,17,"8",0,14,"+1:25.7",,
15202,615,309,7,"9",0,14,"+2:11.8",,
15203,615,280,12,"10",0,14,"+2:22.5",,
15204,615,243,16,"11",0,14,"+3:27.3",,
15205,615,304,8,"12",0,14,"+3:38.7",,
15206,615,289,20,"13",0,14,"+3:49.0",,
15207,615,305,18,"14",0,13,"",,
15208,615,259,22,"15",0,13,"",,
15209,615,329,19,"16",0,13,"",,
15210,615,199,6,"R",0,7,"",,
15211,615,223,10,"R",0,7,"",,
15212,615,332,21,"R",0,5,"",,
15213,615,306,9,"R",0,4,"",,
15214,615,182,5,"R",0,1,"",,
15215,615,238,2,"R",0,0,"",,
15216,616,238,2,"1",9,54,"28:48.8",,
15217,616,328,7,"2",6,54,"9.01",,
15218,616,250,8,"3",4,54,"46.64",,
15219,616,199,5,"4",3,54,"47.91",,
15220,616,306,13,"5",2,54,"+1:21.30",,
15221,616,223,14,"6",1,54,"+1:38.40",,
15222,616,232,6,"7",0,53,"",,
15223,616,304,3,"8",0,53,"",,
15224,616,298,23,"9",0,52,"",,
15225,616,305,15,"10",0,49,"",,
15226,616,224,1,"R",0,48,"",,
15227,616,307,21,"N",0,44,"",,
15228,616,197,12,"R",0,37,"",,
15229,616,313,19,"R",0,34,"",,
15230,616,290,16,"R",0,31,"",,
15231,616,289,22,"R",0,28,"",,
15232,616,332,20,"R",0,23,"",,
15233,616,243,17,"R",0,21,"",,
15234,616,262,18,"R",0,9,"",,
15235,616,327,10,"R",0,6,"",,
15236,616,231,9,"R",0,3,"",,
15237,616,309,4,"R",0,0,"",,
15238,616,329,11,"R",0,0,"",,
15239,617,238,1,"1",9,55,"29:17.0",,
15240,617,224,4,"2",6,55,"0.8",,
15241,617,309,2,"3",4,55,"28.8",,
15242,617,328,6,"4",3,55,"33.2",,
16237,658,346,5,"3",4,80,"34.6",,
16238,658,370,10,"4",3,80,"52.9",,
16239,658,360,11,"5",2,79,"",,
16240,658,304,12,"6",1,78,"",,
16241,658,350,16,"7",0,74,"",,
16242,658,235,7,"R",0,48,"",,
16243,658,328,1,"R",0,22,"",,
16244,658,306,3,"R",0,20,"",,
16245,658,278,2,"R",0,16,"",,
16246,658,345,14,"R",0,15,"",,
16247,658,351,15,"R",0,15,"",,
16248,658,341,6,"R",0,9,"",,
16249,658,356,8,"R",0,9,"",,
16250,658,262,13,"R",0,0,"",,
16251,659,328,2,"1",9,90,"06:42.1",,
16252,659,346,10,"2",6,90,"24.52",,
16253,659,278,4,"3",4,90,"30.51",,
16254,659,304,7,"4",3,90,"37.16",,
16255,659,235,5,"5",2,90,"37.67",,
16256,659,356,8,"6",1,90,"+1:10.81",,
16257,659,289,3,"7",0,88,"",,
16258,659,306,11,"8",0,87,"",,
16259,659,341,12,"9",0,87,"",,
16260,659,350,15,"10",0,84,"",,
16261,659,351,14,"R",0,54,"",,
16262,659,360,6,"R",0,24,"",,
16263,659,358,1,"R",0,16,"",,
16264,659,361,9,"R",0,12,"",,
16265,659,262,13,"R",0,9,"",,
16266,660,328,1,"1",9,38,"56:47.4",,
16267,660,306,5,"2",6,38,"57.1",,
16268,660,235,4,"3",4,38,"57.3",,
16269,660,360,7,"4",3,37,"",,
16270,660,350,10,"5",2,37,"",,
16271,660,289,8,"6",1,37,"",,
16272,660,351,13,"7",0,36,"",,
16273,660,304,2,"8",0,35,"",,
16274,660,346,9,"9",0,34,"",,
16275,660,278,6,"R",0,30,"",,
16276,660,358,3,"R",0,22,"",,
16277,660,361,11,"R",0,21,"",,
16278,660,357,12,"R",0,1,"",,
16279,661,328,2,"1",9,84,"55:55.6",,
16280,661,235,4,"2",6,83,"",,
16281,661,360,7,"3",4,83,"",,
16282,661,358,1,"4",3,83,"",,
16283,661,361,10,"5",2,83,"",,
16284,661,350,11,"6",1,82,"",,
16285,661,289,12,"7",0,82,"",,
16286,661,346,9,"8",0,81,"",,
16287,661,306,17,"9",0,78,"",,
16288,661,357,14,"10",0,75,"",,
16289,661,345,8,"R",0,61,"",,
16290,661,278,5,"R",0,45,"",,
16291,661,304,3,"R",0,27,"",,
16292,661,262,13,"R",0,19,"",,
16293,661,347,16,"R",0,6,"",,
16294,661,321,15,"R",0,5,"",,
16295,661,341,6,"R",0,1,"",,
16296,662,235,1,"1",9,14,"49:55.4",,
16297,662,328,2,"2",6,14,"57.7",,
16298,662,360,8,"3",4,14,"+3:21.6",,
16299,662,289,9,"4",3,14,"+3:58.8",,
16300,662,346,4,"5",2,12,"",,
16301,662,306,10,"6",1,12,"",,
16302,662,304,5,"R",0,11,"",,
16303,662,262,16,"R",0,11,"",,
16304,662,358,3,"R",0,10,"",,
16305,662,347,23,"R",0,4,"",,
16306,662,361,7,"R",0,1,"",,
16307,662,350,6,"R",0,0,"",,
16308,662,207,15,"R",0,0,"",,
16309,662,341,11,"W",0,0,"",,
16310,663,328,3,"1",9,68,"39:11.3",,
16311,663,358,1,"2",6,68,"0.08",,
16312,663,306,6,"3",4,68,"0.17",,
16313,663,360,5,"4",3,68,"0.19",,
16314,663,361,4,"5",2,68,"33.44",,
16315,663,345,12,"6",1,66,"",,
16316,663,304,2,"7",0,66,"",,
16317,663,346,8,"8",0,64,"",,
16318,663,289,9,"9",0,63,"",,
16319,663,235,15,"10",0,61,"",,
16320,663,341,10,"N",0,60,"",,
16321,663,262,11,"R",0,48,"",,
16322,663,351,13,"R",0,9,"",,
16323,663,356,7,"R",0,6,"",,
16324,663,357,14,"R",0,3,"",,
16325,664,235,1,"1",9,90,"59:25.7",,
16326,664,356,6,"2",6,90,"46.2",,
16327,664,358,3,"3",4,90,"52",,
16328,664,306,2,"4",3,89,"",,
16329,664,360,9,"5",2,87,"",,
16330,664,359,15,"6",1,84,"",,
16331,664,353,16,"7",0,81,"",,
16332,664,343,18,"N",0,80,"",,
16333,664,289,7,"R",0,42,"",,
16334,664,346,8,"R",0,40,"",,
16335,664,357,11,"R",0,40,"",,
16336,664,345,13,"R",0,37,"",,
16337,664,328,4,"R",0,32,"",,
16338,664,371,17,"D",0,22,"",,
16339,664,341,14,"R",0,15,"",,
16340,664,361,10,"R",0,13,"",,
16341,664,372,19,"R",0,10,"",,
16342,664,304,5,"R",0,9,"",,
16343,664,262,12,"R",0,2,"",,
16344,664,351,20,"R",0,0,"",,
16345,665,358,1,"1",9,108,"57:56.8",,
16346,665,361,9,"2",6,108,"46.99",,
16347,665,341,11,"3",4,106,"",,
16348,665,356,18,"4",3,106,"",,
16349,665,345,12,"5",2,101,"",,
16350,665,351,17,"6",1,98,"",,
16351,665,359,15,"N",0,92,"",,
16352,665,289,4,"R",0,90,"",,
16353,665,235,8,"R",0,77,"",,
16354,665,352,9,"R",0,76,"",,
16355,665,306,7,"R",0,72,"",,
16356,665,304,2,"R",0,52,"",,
16357,665,328,3,"R",0,35,"",,
16358,665,353,16,"R",0,25,"",,
16359,665,262,14,"R",0,23,"",,
16360,665,346,13,"R",0,3,"",,
16361,665,207,5,"R",0,3,"",,
16362,665,360,6,"R",0,0,"",,
16363,666,304,4,"1",9,65,"54:08.8",,
16364,666,235,2,"2",6,65,"2.56",,
16365,666,356,1,"3",4,65,"38.48",,
16366,666,328,3,"4",3,65,"47.04",,
16367,666,306,8,"5",2,65,"+1:38.52",,
16368,666,262,12,"6",1,63,"",,
16369,666,345,15,"7",0,63,"",,
16370,666,359,14,"8",0,63,"",,
16371,666,353,16,"9",0,62,"",,
16372,666,361,9,"10",0,61,"",,
16373,666,351,13,"11",0,60,"",,
16374,666,341,10,"R",0,53,"",,
16375,666,358,6,"R",0,21,"",,
16376,666,352,17,"R",0,6,"",,
16377,666,346,5,"R",0,4,"",,
16378,666,357,11,"R",0,3,"",,
16379,666,360,7,"W",0,0,"",,
16380,667,373,1,"1",9,80,"53:56.6",,
16381,667,289,2,"2",6,80,"25.3",,
16382,667,358,4,"3",4,80,"30.4",,
16383,667,278,8,"4",3,78,"",,
16384,667,304,9,"5",2,78,"",,
16385,667,306,18,"6",1,77,"",,
16386,667,346,16,"7",0,77,"",,
16387,667,341,6,"8",0,75,"",,
16388,667,340,17,"9",0,75,"",,
16389,667,334,23,"N",0,71,"",,
16390,667,364,12,"R",0,58,"",,
16391,667,235,11,"R",0,51,"",,
16392,667,347,19,"R",0,46,"",,
16393,667,328,3,"R",0,43,"",,
16394,667,368,22,"R",0,35,"",,
16395,667,369,20,"R",0,22,"",,
16396,667,345,10,"R",0,20,"",,
16397,667,356,5,"R",0,16,"",,
16398,667,333,7,"R",0,13,"",,
16399,667,374,14,"R",0,7,"",,
16400,667,312,21,"R",0,4,"",,
16401,667,293,14,"R",0,3,"",,
16402,667,375,15,"R",0,2,"",,
16403,668,289,6,"1",9,90,"15:02.1",,
16404,668,304,3,"2",6,90,"15.9",,
16405,668,312,13,"3",4,89,"",,
16406,668,375,12,"4",3,89,"",,
16407,668,306,5,"5",2,81,"",,
16408,668,360,4,"R",0,77,"",,
16409,668,341,7,"R",0,74,"",,
16410,668,346,10,"R",0,62,"",,
16411,668,278,1,"R",0,57,"",,
16412,668,361,11,"R",0,52,"",,
16413,668,345,2,"R",0,27,"",,
16414,668,235,8,"R",0,13,"",,
16415,668,358,9,"R",0,10,"",,
16416,668,356,0,"W",0,0,"",,
16417,669,289,1,"1",9,80,"00:32.3",,
16418,669,370,6,"2",6,80,"2.2",,
16419,669,376,14,"3",4,76,"",,
16420,669,375,15,"4",3,76,"",,
16421,669,304,10,"5",2,73,"",,
16422,669,341,4,"R",0,16,"",,
16423,669,345,9,"R",0,16,"",,
16424,669,346,3,"R",0,17,"",,
16425,669,306,8,"R",0,11,"",,
16426,669,361,11,"R",0,11,"",,
16427,669,364,16,"R",0,9,"",,
16428,669,358,5,"R",0,8,"",,
16429,669,356,12,"R",0,7,"",,
16430,669,359,2,"R",0,3,"",,
16431,669,360,7,"R",0,0,"",,
16432,669,262,13,"R",0,0,"",,
16433,669,347,0,"F",0,0,"",,
16434,669,351,0,"F",0,0,"",,
16435,670,360,6,"1",9,28,"40:02.1",,
16436,670,345,8,"2",6,28,"12.1",,
16437,670,235,3,"3",4,28,"39.6",,
16438,670,328,2,"4",3,27,"",,
16439,670,262,15,"5",2,26,"",,
16440,670,376,12,"6",1,26,"",,
16441,670,346,9,"7",0,25,"",,
16442,670,306,13,"8",0,25,"",,
16443,670,361,7,"R",0,22,"",,
16444,670,304,5,"R",0,18,"",,
16445,670,341,4,"R",0,11,"",,
16446,670,278,1,"R",0,8,"",,
16447,670,312,11,"R",0,6,"",,
16448,670,370,18,"R",0,6,"",,
16449,670,356,10,"R",0,6,"",,
16450,670,289,14,"R",0,5,"",,
16451,670,358,17,"R",0,5,"",,
16452,670,347,16,"R",0,1,"",,
16453,671,328,5,"1",9,90,"46:11.2",,
16454,671,306,16,"2",6,90,"+1:33.93",,
16455,671,345,11,"3",4,89,"",,
16456,671,235,6,"4",3,88,"",,
16457,671,351,7,"5",2,87,"",,
16458,671,278,1,"6",1,85,"",,
16459,671,370,15,"7",0,85,"",,
16460,671,347,19,"8",0,82,"",,
16461,671,289,3,"9",0,81,"",,
16462,671,262,10,"N",0,80,"",,
16463,671,364,12,"R",0,63,"",,
16464,671,346,13,"R",0,55,"",,
16465,671,341,9,"R",0,50,"",,
16466,671,361,14,"R",0,50,"",,
16467,671,358,2,"R",0,39,"",,
16468,671,356,4,"R",0,22,"",,
16469,671,360,8,"R",0,19,"",,
16470,671,304,7,"R",0,10,"",,
16471,671,376,18,"R",0,9,"",,
16472,672,235,3,"1",9,60,"25:40.9",,
16473,672,341,7,"2",6,60,"+1:58.6",,
16474,672,328,2,"3",4,59,"",,
16475,672,350,17,"4",3,58,"",,
16476,672,304,4,"5",2,58,"",,
16477,672,361,14,"6",1,57,"",,
16478,672,370,12,"7",0,57,"",,
16479,672,360,6,"8",0,56,"",,
16480,672,306,8,"9",0,56,"",,
16481,672,278,5,"10",0,55,"",,
16482,672,346,11,"11",0,54,"",,
16483,672,345,10,"N",0,53,"",,
16484,672,358,1,"R",0,45,"",,
16485,672,356,13,"R",0,15,"",,
16486,672,289,9,"R",0,14,"",,
16487,672,359,15,"R",0,14,"",,
16488,672,377,16,"R",0,2,"",,
16489,673,346,4,"1",9,80,"01:20.3",,
16490,673,278,3,"2",6,80,"4.4",,
16491,673,235,12,"3",4,79,"",,
16492,673,304,11,"4",3,79,"",,
16493,673,341,9,"5",2,78,"",,
16494,673,328,7,"6",1,78,"",,
16495,673,360,10,"7",0,77,"",,
16496,673,361,16,"8",0,72,"",,
16497,673,358,5,"R",0,55,"",,
16498,673,345,13,"R",0,52,"",,
16499,673,351,19,"N",0,52,"",,
16500,673,262,2,"R",0,43,"",,
16501,673,378,18,"R",0,34,"",,
16502,673,289,1,"R",0,26,"",,
16503,673,350,7,"R",0,26,"",,
16504,673,306,14,"R",0,11,"",,
16505,673,370,15,"R",0,10,"",,
16506,673,364,6,"R",0,8,"",,
16507,673,347,20,"R",0,6,"",,
16508,673,356,8,"R",0,0,"",,
16509,674,328,6,"1",9,14,"19:03.2",,
16510,674,289,4,"2",6,14,"+4:03.2",,
16511,674,358,3,"3",4,14,"+4:09.4",,
16512,674,235,1,"4",3,14,"+5:55.2",,
16513,674,356,15,"5",2,14,"+6:21.1",,
16514,674,345,14,"6",1,14,"+6:25.0",,
16515,674,304,11,"7",0,14,"+6:31.0",,
16516,674,361,8,"8",0,14,"+7:56.4",,
16517,674,364,10,"9",0,14,"+8:13.7",,
16518,674,365,18,"10",0,14,"+10:11.4",,
16519,674,262,13,"11",0,13,"",,
16520,674,379,17,"12",0,13,"",,
15387,622,243,17,"R",0,15,"",,
15388,622,306,7,"R",0,9,"",,
15389,622,182,25,"R",0,7,"",,
15390,622,339,22,"R",0,6,"",,
15391,622,329,0,"F",0,0,"",,
15392,623,306,4,"1",9,80,"26:55.3",,
15393,623,235,2,"2",6,80,"38.2",,
15394,623,224,1,"3",4,79,"",,
15395,623,328,8,"4",3,78,"",,
15396,623,312,10,"5",2,77,"",,
15397,623,278,6,"6",1,77,"",,
15398,623,333,18,"7",0,77,"",,
15399,623,337,17,"8",0,77,"",,
15400,623,290,21,"9",0,77,"",,
15401,623,243,25,"10",0,77,"",,
15402,623,238,15,"11",0,76,"",,
15403,623,289,20,"12",0,76,"",,
15404,623,329,23,"13",0,76,"",,
15405,623,338,14,"14",0,75,"",,
15406,623,304,7,"15",0,74,"",,
15407,623,182,22,"16",0,74,"",,
15408,623,250,24,"17",0,72,"",,
15409,623,327,12,"N",0,70,"",,
15410,623,280,9,"R",0,58,"",,
15411,623,223,3,"R",0,51,"",,
15412,623,305,11,"R",0,48,"",,
15413,623,307,20,"R",0,47,"",,
15414,623,314,13,"R",0,31,"",,
15415,623,320,5,"R",0,27,"",,
15416,623,317,16,"R",0,16,"",,
15417,624,224,1,"1",9,85,"44:07.3",,
15418,624,327,5,"2",6,85,"26.6",,
15419,624,304,3,"3",4,85,"58.1",,
15420,624,305,8,"4",3,85,"+1:12.0",,
15421,624,250,11,"5",2,84,"",,
15422,624,278,13,"6",1,84,"",,
15423,624,309,7,"7",0,83,"",,
15424,624,307,15,"8",0,83,"",,
15425,624,238,14,"9",0,83,"",,
15426,624,337,23,"10",0,83,"",,
15427,624,243,20,"11",0,83,"",,
15428,624,182,25,"12",0,82,"",,
15429,624,199,9,"13",0,81,"",,
15430,624,338,12,"14",0,79,"",,
15431,624,289,16,"R",0,73,"",,
15432,624,280,19,"N",0,59,"",,
15433,624,223,2,"R",0,57,"",,
15434,624,333,10,"R",0,55,"",,
15435,624,330,24,"R",0,54,"",,
15436,624,235,4,"R",0,47,"",,
15437,624,329,22,"R",0,31,"",,
15438,624,290,18,"R",0,28,"",,
15439,624,320,17,"R",0,27,"",,
15440,624,306,6,"R",0,15,"",,
15441,624,314,21,"R",0,11,"",,
15442,625,328,3,"1",9,38,"52:22.5",,
15443,625,224,8,"2",6,38,"27.7",,
15444,625,278,1,"3",4,38,"31.9",,
15445,625,327,7,"4",3,38,"49.3",,
15446,625,238,9,"5",2,38,"56.8",,
15447,625,305,10,"6",1,38,"+1:36.1",,
15448,625,304,2,"7",0,38,"+1:48.1",,
15449,625,290,14,"8",0,38,"+2:25.1",,
15450,625,312,13,"9",0,38,"+2:55.5",,
15451,625,289,20,"10",0,38,"+2:59.5",,
15452,625,235,4,"11",0,37,"",,
15453,625,199,17,"12",0,37,"",,
15454,625,330,19,"13",0,37,"",,
15455,625,333,12,"14",0,37,"",,
15456,625,306,24,"15",0,37,"",,
15457,625,243,15,"16",0,37,"",,
15458,625,314,5,"17",0,36,"",,
15459,625,338,22,"18",0,34,"",,
15460,625,329,23,"19",0,33,"",,
15461,625,221,16,"N",0,33,"",,
15462,625,317,18,"R",0,25,"",,
15463,625,250,11,"R",0,18,"",,
15464,625,337,6,"R",0,8,"",,
15465,625,182,21,"R",0,4,"",,
15466,625,293,0,"F",0,0,"",,
15467,626,224,2,"1",9,76,"47:50.2",,
15468,626,328,4,"2",6,76,"4.1",,
