"RESULTID","RACEID","DRIVERID","GRID","POSITIONTEXT","POINTS","LAPS","TIME","FASTESTLAP","FASTESTLAPSPEED"
6263,297,127,24,"R",0,37,"",,
6264,297,92,11,"R",0,32,"",,
6265,297,65,7,"R",0,31,"",,
6266,297,91,21,"R",0,27,"",,
6267,297,79,16,"R",0,27,"",,
6268,297,70,0,"F",0,0,"",,
6269,297,108,0,"F",0,0,"",,
6270,297,130,0,"F",0,0,"",,
6271,297,128,0,"W",0,0,"",,
6272,297,90,0,"F",0,0,"",,
6273,297,135,0,"F",0,0,"",,
6274,298,95,1,"1",10,45,"18:22.0",,
6275,298,102,3,"2",6,45,"4.5",,
6276,298,30,6,"3",4,45,"34.462",,
6277,298,84,9,"4",3,45,"36.959",,
6278,298,55,5,"5",2,45,"+1:12.607",,
6279,298,100,7,"6",1,45,"+1:36.498",,
6280,298,123,8,"7",0,45,"+1:37.180",,
6281,298,119,2,"8",0,44,"",,
6282,298,105,17,"9",0,44,"",,
6283,298,109,21,"10",0,44,"",,
6284,298,94,18,"11",0,44,"",,
6285,298,81,26,"12",0,44,"",,
6286,298,108,22,"13",0,44,"",,
6287,298,92,25,"14",0,44,"",,
6288,298,127,23,"15",0,43,"",,
6289,298,91,10,"16",0,42,"",,
6290,298,99,19,"R",0,33,"",,
6291,298,110,20,"R",0,25,"",,
6292,298,65,11,"R",0,23,"",,
6293,298,122,12,"R",0,21,"",,
6294,298,57,13,"R",0,21,"",,
6295,298,77,4,"R",0,16,"",,
6296,298,129,14,"R",0,8,"",,
6297,298,79,16,"R",0,8,"",,
6298,298,88,15,"R",0,1,"",,
6299,298,70,24,"R",0,1,"",,
6300,298,131,0,"F",0,0,"",,
6301,298,128,0,"F",0,0,"",,
6302,298,130,0,"F",0,0,"",,
6303,298,71,0,"F",0,0,"",,
6304,298,90,0,"F",0,0,"",,
6305,298,135,0,"E",0,0,"",,
6306,299,102,3,"1",10,77,"46:19.2",,
6307,299,95,2,"2",6,77,"40.139",,
6308,299,77,5,"3",4,77,"50.782",,
6309,299,57,16,"4",3,77,"54.313",,
6310,299,84,6,"5",2,77,"57.498",,
6311,299,122,10,"6",1,76,"",,
6312,299,105,7,"7",0,75,"",,
6313,299,110,19,"8",0,75,"",,
6314,299,108,17,"9",0,74,"",,
6315,299,127,21,"10",0,73,"",,
6316,299,71,25,"11",0,73,"",,
6317,299,30,4,"R",0,63,"",,
6318,299,119,1,"R",0,55,"",,
6319,299,94,26,"R",0,40,"",,
6320,299,79,20,"R",0,35,"",,
6321,299,55,9,"R",0,14,"",,
6322,299,92,15,"R",0,13,"",,
6323,299,88,14,"R",0,13,"",,
6324,299,129,22,"R",0,13,"",,
6325,299,91,23,"R",0,13,"",,
6326,299,131,24,"R",0,13,"",,
6327,299,128,18,"R",0,2,"",,
6328,299,123,8,"R",0,0,"",,
6329,299,100,11,"R",0,0,"",,
6330,299,99,12,"R",0,0,"",,
6331,299,65,13,"R",0,0,"",,
6332,299,81,0,"F",0,0,"",,
6333,299,109,0,"F",0,0,"",,
6334,299,70,0,"F",0,0,"",,
6335,299,90,0,"F",0,0,"",,
6336,299,135,0,"F",0,0,"",,
6337,300,30,3,"1",10,44,"36:10.7",,
6338,300,95,1,"2",6,44,"36.595",,
6339,300,119,4,"3",4,44,"43.897",,
6340,300,84,9,"4",3,44,"46.059",,
6341,300,102,2,"5",2,44,"+1:08.369",,
6342,300,57,8,"6",1,44,"+1:10.030",,
6343,300,109,16,"7",0,44,"+1:38.237",,
6344,300,110,13,"8",0,43,"",,
6345,300,88,25,"9",0,43,"",,
6346,300,128,15,"10",0,43,"",,
6347,300,91,18,"11",0,43,"",,
6348,300,125,21,"12",0,43,"",,
6349,300,65,10,"13",0,43,"",,
6350,300,127,24,"14",0,42,"",,
6351,300,131,17,"15",0,42,"",,
6352,300,81,23,"16",0,42,"",,
6353,300,79,26,"17",0,42,"",,
6354,300,92,20,"18",0,40,"",,
6355,300,123,7,"R",0,27,"",,
6356,300,122,12,"R",0,25,"",,
6357,300,99,11,"R",0,25,"",,
6358,300,105,14,"R",0,20,"",,
6359,300,55,5,"R",0,7,"",,
6360,300,129,22,"R",0,1,"",,
6361,300,77,6,"R",0,0,"",,
6362,300,94,19,"R",0,0,"",,
6363,300,104,0,"F",0,0,"",,
6364,300,90,0,"F",0,0,"",,
6365,300,135,0,"F",0,0,"",,
6366,300,100,0,"W",0,0,"",,
6367,301,102,2,"1",10,53,"18:15.3",,
6368,301,84,9,"2",6,53,"17.05",,
6369,301,30,6,"3",4,53,"24.373",,
6370,301,77,5,"4",3,53,"+1:25.490",,
6371,301,119,4,"5",2,53,"+1:33.158",,
6372,301,110,21,"6",1,52,"",,
6373,301,105,16,"7",0,52,"",,
6374,301,94,22,"8",0,52,"",,
6375,301,79,23,"9",0,50,"",,
6376,301,91,17,"10",0,50,"",,
6377,301,109,14,"11",0,47,"",,
6378,301,127,26,"R",0,46,"",,
6379,301,95,1,"R",0,41,"",,
6380,301,123,8,"R",0,41,"",,
6381,301,100,15,"R",0,35,"",,
6382,301,99,20,"R",0,30,"",,
6383,301,129,18,"R",0,26,"",,
6384,301,65,13,"R",0,18,"",,
6385,301,125,24,"R",0,17,"",,
6386,301,55,3,"R",0,12,"",,
6387,301,122,7,"R",0,12,"",,
6388,301,81,12,"R",0,12,"",,
6389,301,92,10,"R",0,11,"",,
6390,301,57,11,"R",0,5,"",,
6391,301,88,19,"R",0,2,"",,
6392,301,128,25,"R",0,0,"",,
6393,301,104,0,"F",0,0,"",,
6394,301,131,0,"F",0,0,"",,
6395,302,95,1,"1",10,71,"34:46.7",,
6396,302,77,4,"2",6,71,"37.533",,
6397,302,102,3,"3",4,70,"",,
6398,302,84,6,"4",3,70,"",,
6399,302,57,7,"5",2,70,"",,
6400,302,105,8,"6",1,70,"",,
6401,302,30,5,"7",0,69,"",,
6402,302,123,11,"8",0,69,"",,
6403,302,110,12,"9",0,69,"",,
6404,302,88,17,"10",0,68,"",,
6405,302,125,23,"11",0,68,"",,
6406,302,104,26,"12",0,68,"",,
6407,302,131,24,"13",0,68,"",,
6408,302,81,18,"14",0,68,"",,
6409,302,109,19,"R",0,51,"",,
6410,302,91,22,"R",0,48,"",,
6411,302,100,14,"R",0,47,"",,
6412,302,79,25,"R",0,46,"",,
6413,302,119,2,"R",0,43,"",,
6414,302,94,21,"R",0,43,"",,
6415,302,122,16,"R",0,34,"",,
6416,302,129,15,"R",0,27,"",,
6417,302,92,13,"R",0,25,"",,
6418,302,127,20,"R",0,19,"",,
6419,302,55,10,"R",0,12,"",,
6420,302,65,9,"R",0,2,"",,
6421,303,119,2,"1",10,53,"33:09.5",,
6422,303,77,4,"2",6,53,"13.729",,
6423,303,84,13,"3",4,53,"+1:15.503",,
6424,303,110,9,"4",3,52,"",,
6425,303,55,15,"5",2,52,"",,
6426,303,104,12,"6",1,52,"",,
6427,303,131,17,"7",0,52,"",,
6428,303,88,16,"8",0,52,"",,
6429,303,109,22,"9",0,52,"",,
6430,303,94,19,"10",0,52,"",,
6431,303,79,20,"11",0,52,"",,
6432,303,78,11,"12",0,52,"",,
6433,303,125,26,"13",0,51,"",,
6434,303,81,14,"14",0,51,"",,
6435,303,105,24,"15",0,51,"",,
6436,303,95,1,"R",0,44,"",,
6437,303,57,7,"R",0,44,"",,
6438,303,92,18,"R",0,39,"",,
6439,303,100,8,"R",0,36,"",,
6440,303,136,23,"R",0,27,"",,
6441,303,127,25,"R",0,22,"",,
6442,303,65,6,"R",0,15,"",,
6443,303,30,5,"R",0,13,"",,
6444,303,129,21,"R",0,6,"",,
6445,303,123,10,"R",0,3,"",,
6446,303,102,3,"R",0,2,"",,
6447,304,77,4,"1",10,81,"46:54.8",,
6448,304,30,5,"2",6,81,"0.741",,
6449,304,84,8,"3",4,81,"54.156",,
6450,304,55,6,"4",3,80,"",,
6451,304,123,22,"5",2,80,"",,
6452,304,131,15,"6",1,80,"",,
6453,304,57,10,"7",0,80,"",,
6454,304,88,18,"8",0,79,"",,
6455,304,104,17,"9",0,79,"",,
6456,304,81,16,"10",0,79,"",,
6457,304,78,19,"11",0,79,"",,
6458,304,136,25,"12",0,78,"",,
6459,304,65,12,"13",0,77,"",,
6460,304,109,24,"R",0,70,"",,
6461,304,125,23,"R",0,55,"",,
6462,304,92,21,"R",0,51,"",,
6463,304,119,3,"R",0,50,"",,
6464,304,79,26,"R",0,35,"",,
6465,304,110,7,"R",0,29,"",,
6466,304,95,1,"R",0,18,"",,
6467,304,102,2,"R",0,18,"",,
6468,304,127,20,"R",0,7,"",,
6469,304,100,9,"R",0,4,"",,
6470,304,105,11,"R",0,0,"",,
6471,304,94,14,"R",0,0,"",,
6472,304,129,13,"R",0,0,"",,
6473,305,102,1,"1",10,81,"00:47.8",,
6474,305,117,2,"2",6,81,"16.322",,
6475,305,137,5,"3",4,81,"+1:17.376",,
6476,305,131,11,"4",3,81,"+1:25.409",,
6477,305,138,16,"5",2,80,"",,
6478,305,88,21,"6",1,79,"",,
6479,305,78,17,"7",0,78,"",,
6480,305,99,22,"8",0,77,"",,
6481,305,94,15,"9",0,75,"",,
6482,305,92,14,"10",0,75,"",,
6483,305,84,12,"11",0,73,"",,
6484,305,55,6,"12",0,72,"",,
6485,305,57,13,"13",0,59,"",,
6486,305,119,3,"R",0,49,"",,
6487,305,90,8,"R",0,49,"",,
6488,305,105,25,"R",0,41,"",,
6489,305,122,18,"R",0,40,"",,
6490,305,123,20,"R",0,40,"",,
6491,305,77,7,"R",0,36,"",,
6492,305,95,4,"R",0,35,"",,
6493,305,127,23,"R",0,34,"",,
6494,305,87,24,"R",0,32,"",,
6495,305,139,9,"R",0,16,"",,
6496,305,81,26,"R",0,15,"",,
6497,305,109,10,"R",0,12,"",,
6498,305,103,19,"R",0,4,"",,
6499,305,133,0,"F",0,0,"",,
6500,305,140,0,"F",0,0,"",,
6501,305,100,0,"F",0,0,"",,
6502,305,141,0,"F",0,0,"",,
6503,305,110,0,"F",0,0,"",,
6504,305,142,0,"F",0,0,"",,
6505,305,129,0,"F",0,0,"",,
6506,305,128,0,"F",0,0,"",,
6507,306,102,1,"1",10,71,"38:28.1",,
6508,306,119,2,"2",6,71,"2.991",,
6509,306,77,4,"3",4,71,"5.416",,
6510,306,117,6,"4",3,71,"18.369",,
6511,306,137,7,"5",2,71,"21.96",,
6512,306,55,5,"6",1,71,"23.641",,
6513,306,90,14,"7",0,70,"",,
6514,306,81,21,"8",0,69,"",,
6515,306,57,22,"9",0,68,"",,
6516,306,123,18,"10",0,68,"",,
6517,306,139,12,"11",0,68,"",,
6518,306,84,26,"12",0,67,"",,
6519,306,92,10,"13",0,63,"",,
6520,306,95,3,"R",0,59,"",,
6521,306,100,23,"R",0,50,"",,
6522,306,94,20,"R",0,47,"",,
6523,306,87,25,"R",0,34,"",,
6524,306,103,11,"R",0,33,"",,
6525,306,109,19,"R",0,22,"",,
6526,306,110,13,"R",0,20,"",,
6527,306,131,9,"R",0,19,"",,
6528,306,122,15,"R",0,16,"",,
6529,306,138,16,"R",0,12,"",,
6530,306,127,8,"R",0,9,"",,
6531,306,99,24,"R",0,0,"",,
6532,306,88,17,"R",0,0,"",,
6533,306,133,0,"F",0,0,"",,
6534,306,140,0,"F",0,0,"",,
6535,306,105,0,"F",0,0,"",,
6536,306,141,0,"F",0,0,"",,
6537,306,129,0,"F",0,0,"",,
6538,306,128,0,"F",0,0,"",,
6539,306,78,0,"F",0,0,"",,
6540,306,142,0,"F",0,0,"",,
6541,307,102,1,"1",10,61,"35:14.8",,
6542,307,77,5,"2",6,61,"1.675",,
6543,307,109,16,"3",4,60,"",,
6544,307,94,9,"4",3,59,"",,
6545,307,57,25,"5",2,58,"",,
6546,307,141,26,"6",1,58,"",,
6547,307,123,24,"7",0,58,"",,
6548,307,87,23,"8",0,58,"",,
6549,307,128,21,"9",0,57,"",,
6550,307,100,19,"10",0,57,"",,
6551,307,84,18,"11",0,57,"",,
6552,307,127,15,"12",0,55,"",,
6553,307,90,13,"13",0,54,"",,
6554,307,131,6,"R",0,41,"",,
6555,307,110,11,"R",0,37,"",,
6556,307,92,13,"R",0,37,"",,
6557,307,122,22,"R",0,24,"",,
6558,307,103,17,"R",0,17,"",,
6559,307,119,2,"R",0,17,"",,
6560,307,138,10,"R",0,15,"",,
6561,307,81,8,"R",0,10,"",,
6562,307,55,7,"R",0,2,"",,
6563,307,88,20,"R",0,2,"",,
7599,3,1,9,"6",3,56,"+1:11.866",39,171.138
7600,3,10,19,"7",2,56,"+1:14.476",42,174.117
7601,3,67,10,"8",1,56,"+1:16.439",42,171.25
7602,3,4,2,"9",0,56,"+1:24.309",38,171.413
7603,3,8,8,"10",0,56,"+1:31.750",38,170.054
7604,3,7,15,"11",0,56,"+1:34.156",43,172.934
7605,3,2,11,"12",0,56,"+1:35.834",40,171.898
7606,3,9,17,"13",0,56,"+1:46.853",44,170.122
7607,3,21,20,"14",0,55,"",37,168.821
7608,3,3,7,"15",0,55,"",55,171.77
7609,3,12,16,"16",0,54,"",42,169.849
7610,3,16,18,"17",0,50,"",41,170.971
7611,3,6,14,"R",0,43,"",38,168.925
7612,3,13,13,"R",0,20,"",16,168.466
7613,3,15,6,"R",0,18,"",14,163.081
7614,4,18,4,"1",10,57,"31:48.2",11,205.979
7615,4,20,3,"2",8,57,"7.187",16,205.614
7616,4,15,1,"3",6,57,"9.17",10,206.049
7617,4,1,5,"4",5,57,"22.096",13,205.269
7618,4,22,6,"5",4,57,"37.779",25,205.3
7619,4,8,10,"6",3,57,"42.057",42,204.016
7620,4,10,2,"7",2,57,"42.88",6,206.01
7621,4,4,7,"8",1,57,"52.775",29,203.539
7622,4,3,9,"9",0,57,"58.198",37,203.339
7623,4,12,15,"10",0,57,"+1:05.149",37,204.138
7624,4,17,18,"11",0,57,"+1:07.641",50,204.73
7625,4,5,11,"12",0,57,"+1:17.824",54,203.969
7626,4,7,20,"13",0,57,"+1:18.805",30,204.205
7627,4,13,8,"14",0,56,"",41,204.946
7628,4,21,17,"15",0,56,"",9,202.158
7629,4,16,19,"16",0,56,"",28,202.488
7630,4,67,16,"17",0,56,"",38,201.954
7631,4,9,13,"18",0,56,"",50,203.573
7632,4,2,14,"19",0,56,"",52,203.11
7633,4,6,12,"R",0,48,"",39,202.627
7634,5,18,1,"1",10,66,"37:19.2",17,202.149
7635,5,22,3,"2",8,66,"13.056",28,202.484
7636,5,17,5,"3",6,66,"13.924",18,201.631
7637,5,20,2,"4",5,66,"18.941",41,201.684
7638,5,4,8,"5",4,66,"43.166",14,200.887
7639,5,13,4,"6",3,66,"50.827",14,201.687
7640,5,2,13,"7",2,66,"52.312",29,199.79
7641,5,3,9,"8",1,66,"+1:05.211",24,200.404
7642,5,1,14,"9",0,65,"",29,199.883
7643,5,10,6,"10",0,65,"",44,199.182
7644,5,9,10,"11",0,65,"",26,199.314
7645,5,12,12,"12",0,65,"",41,198.823
7646,5,6,11,"13",0,65,"",38,199.132
7647,5,21,20,"14",0,65,"",63,199.985
7648,5,8,16,"R",0,17,"",16,198.342
7649,5,5,18,"R",0,7,"",6,188.888
7650,5,15,7,"R",0,0,"",,
7651,5,67,15,"R",0,0,"",,
7652,5,7,17,"R",0,0,"",,
7653,5,16,19,"R",0,0,"",,
7654,6,18,1,"1",10,78,"40:44.3",49,159.914
7655,6,22,3,"2",8,78,"7.666",46,158.868
7656,6,8,2,"3",6,78,"13.442",47,159.507
7657,6,13,5,"4",5,78,"15.11",50,159.991
7658,6,17,8,"5",4,78,"15.73",45,159.636
7659,6,3,6,"6",3,78,"33.586",48,158.686
7660,6,4,9,"7",2,78,"37.839",64,159.53
7661,6,7,14,"8",1,78,"+1:03.142",47,157.84
7662,6,21,13,"9",0,78,"+1:05.040",74,157.343
7663,6,10,20,"10",0,77,"",72,158.073
7664,6,2,16,"11",0,77,"",49,157.654
7665,6,1,19,"12",0,77,"",65,158.824
7666,6,15,18,"13",0,77,"",57,158.187
7667,6,16,15,"14",0,77,"",66,157.702
7668,6,6,10,"15",0,76,"",73,158.644
7669,6,5,7,"R",0,51,"",48,158.896
7670,6,9,17,"R",0,28,"",25,155.032
7671,6,20,4,"R",0,15,"",15,154.88
7672,6,12,12,"R",0,10,"",7,153.144
7673,6,67,11,"R",0,10,"",7,153.012
7674,7,18,2,"1",10,58,"26:24.8",40,219.422
7675,7,17,4,"2",8,58,"6.714",42,218.847
7676,7,20,1,"3",6,58,"7.461",51,219.314
7677,7,15,5,"4",5,58,"27.843",40,218.7
7678,7,3,9,"5",4,58,"31.539",36,217.823
7679,7,13,7,"6",3,58,"39.996",41,217.936
7680,7,9,10,"7",2,58,"46.247",58,218.352
7681,7,10,13,"8",1,58,"46.959",56,218.663
7682,7,8,6,"9",0,58,"50.246",58,218.221
7683,7,4,8,"10",0,58,"+1:02.420",57,217.411
7684,7,2,11,"11",0,58,"+1:04.327",43,217.842
7685,7,6,12,"12",0,58,"+1:06.376",58,218.402
7686,7,1,16,"13",0,58,"+1:20.454",53,216.986
7687,7,5,14,"14",0,57,"",41,215.497
7688,7,67,18,"15",0,57,"",57,216.835
7689,7,12,17,"16",0,57,"",45,217.532
7690,7,16,15,"17",0,57,"",55,215.454
7691,7,7,20,"18",0,57,"",53,215.865
7692,7,22,3,"R",0,47,"",37,217.075
7693,7,21,19,"R",0,4,"",3,204.281
7694,8,20,1,"1",10,60,"22:49.3",16,229.238
7695,8,17,3,"2",8,60,"15.188",57,228.728
7696,8,22,2,"3",6,60,"41.175",18,227.285
7697,8,13,11,"4",5,60,"45.043",22,227.062
7698,8,3,7,"5",4,60,"45.915",17,228.336
7699,8,18,6,"6",3,60,"46.285",54,227.956
7700,8,15,4,"7",2,60,"+1:08.307",17,226.237
7701,8,8,9,"8",1,60,"+1:09.622",14,226.653
7702,8,10,8,"9",0,60,"+1:09.823",51,226.611
7703,8,21,16,"10",0,60,"+1:11.522",20,226.226
7704,8,6,5,"11",0,60,"+1:14.023",14,226.129
7705,8,12,14,"12",0,59,"",25,224.32
7706,8,9,12,"13",0,59,"",41,225.202
7707,8,4,10,"14",0,59,"",36,226.11
7708,8,2,15,"15",0,59,"",59,225.823
7709,8,1,18,"16",0,59,"",24,224.128
7710,8,16,20,"17",0,59,"",50,221.714
7711,8,67,19,"18",0,59,"",24,223.762
7712,8,7,17,"R",0,37,"",26,224.427
7713,8,5,13,"R",0,36,"",32,224.557
7714,9,17,1,"1",10,60,"36:43.3",37,197.151
7715,9,20,4,"2",8,60,"9.252",42,196.97
7716,9,13,8,"3",6,60,"15.906",53,196.201
7717,9,3,15,"4",5,60,"21.099",50,196.315
7718,9,18,3,"5",4,60,"23.609",53,196.63
7719,9,22,2,"6",3,60,"24.468",54,195.749
7720,9,4,12,"7",2,60,"24.888",49,198.498
7721,9,5,6,"8",1,60,"58.692",59,194.011
7722,9,10,20,"9",0,60,"+1:01.457",40,194.327
7723,9,2,11,"10",0,60,"+1:01.925",42,195.991
7724,9,21,18,"11",0,60,"+1:02.327",54,194.465
7725,9,6,13,"12",0,60,"+1:02.876",49,196.659
7726,9,12,10,"13",0,60,"+1:08.328",46,195.337
7727,9,9,16,"14",0,60,"+1:09.555",47,196.037
7728,9,16,7,"15",0,60,"+1:11.941",43,194.333
7729,9,67,17,"16",0,60,"+1:30.225",24,192.49
7730,9,15,14,"17",0,60,"+1:30.970",52,197.885
7731,9,1,5,"18",0,59,"",46,194.331
7732,9,8,9,"R",0,34,"",4,192.889
7733,9,7,19,"R",0,18,"",10,190.083
7734,10,1,4,"1",10,70,"38:23.9",16,191.219
7735,10,8,7,"2",8,70,"11.529",70,191.323
7736,10,17,3,"3",6,70,"16.886",65,192.498
7737,10,3,5,"4",5,70,"26.967",65,191.245
7738,10,5,6,"5",4,70,"34.392",63,190.115
7739,10,10,13,"6",3,70,"35.237",63,191.157
7740,10,18,8,"7",2,70,"55.088",57,190.694
7741,10,15,11,"8",1,70,"+1:08.172",65,189.423
7742,10,6,9,"9",0,70,"+1:08.774",55,189.608
7743,10,22,12,"10",0,70,"+1:09.256",55,189.964
7744,10,2,15,"11",0,70,"+1:10.612",65,189.375
7745,10,12,14,"12",0,70,"+1:11.512",65,189.067
7746,10,9,18,"13",0,70,"+1:14.046",65,189.507
7747,10,21,16,"14",0,69,"",40,189.621
7748,10,153,19,"15",0,69,"",69,189.008
7749,10,67,10,"16",0,69,"",69,190.122
7750,10,20,2,"R",0,29,"",18,188.978
7751,10,4,1,"R",0,15,"",4,188.815
7752,10,16,17,"R",0,1,"",,
7753,10,13,0,"W",0,0,"",,
7754,11,22,3,"1",10,57,"35:51.3",39,197.074
7755,11,1,1,"2",8,57,"2.358",57,196.943
7756,11,8,6,"3",6,57,"15.994",39,196.643
7757,11,5,2,"4",5,57,"20.032",56,196.378
7758,11,3,7,"5",4,57,"20.87",52,196.401
7759,11,4,8,"6",3,57,"27.744",46,196.076
7760,11,18,5,"7",2,57,"34.913",46,197.305
7761,11,9,10,"8",1,57,"36.667",55,196.312
7762,11,17,9,"9",0,57,"44.91",50,196.009
7763,11,16,12,"10",0,57,"47.935",36,195.824
7764,11,2,11,"11",0,57,"48.822",53,195.663
7765,11,21,16,"12",0,57,"+1:03.614",53,194.867
7766,11,15,18,"13",0,57,"+1:04.527",52,195.199
7767,11,10,13,"14",0,57,"+1:26.519",55,197.687
7768,11,154,14,"15",0,57,"+1:31.774",41,196.206
7769,11,153,19,"16",0,56,"",29,193.276
7770,11,69,20,"17",0,56,"",52,193.939
7771,11,6,17,"18",0,54,"",53,195.578
7772,11,67,15,"R",0,41,"",37,193.072
7773,11,20,4,"R",0,23,"",13,195.099
7774,12,8,6,"1",10,44,"23:51.0",42,234.173
7775,12,21,1,"2",8,44,"0.939",43,234.036
7776,12,20,8,"3",6,44,"3.875",38,235.07
7777,12,9,5,"4",5,44,"9.966",41,234.195
7778,12,2,3,"5",4,44,"11.276",35,234.834
7779,12,5,15,"6",3,44,"32.763",24,232.716
7780,12,22,4,"7",2,44,"35.461",37,232.912
7781,12,3,10,"8",1,44,"36.208",41,233.973
7782,12,17,9,"9",0,44,"36.959",39,233.936
7783,12,10,7,"10",0,44,"41.49",40,234.038
7784,12,16,11,"11",0,44,"42.636",42,233.771
7785,12,67,16,"12",0,44,"46.106",42,233.98
7786,12,6,18,"13",0,44,"54.241",42,233.024
7787,12,69,20,"14",0,44,"+1:42.177",41,229.633
7788,12,4,13,"R",0,26,"",23,232.104
7789,12,15,2,"R",0,21,"",16,229.161
7790,12,18,14,"R",0,0,"",,
7791,12,154,19,"R",0,0,"",,
7792,12,1,12,"R",0,0,"",,
7793,12,153,17,"R",0,0,"",,
7794,13,22,5,"1",10,53,"16:21.7",48,245.445
7795,13,18,6,"2",8,53,"2.866",46,245.538
7796,13,8,3,"3",6,53,"30.664",36,246.042
7797,13,16,2,"4",5,53,"31.131",36,246.106
7798,13,4,8,"5",4,53,"59.182",50,244.777
7799,13,5,4,"6",3,53,"+1:00.693",51,245.036
7800,13,2,15,"7",2,53,"+1:22.412",30,243.95
7801,13,20,9,"8",1,53,"+1:25.407",50,244.791
7802,13,21,14,"9",0,53,"+1:26.856",28,243.921
7803,13,6,17,"10",0,53,"+2:42.163",51,242.565
7804,13,10,16,"11",0,53,"+2:43.925",50,243.201
7805,13,1,1,"12",0,52,"",52,245.923
7806,13,67,19,"13",0,52,"",50,243.733
7807,13,15,11,"14",0,52,"",49,243.346
6717,312,131,10,"7",0,58,"",,
6718,312,138,15,"8",0,58,"",,
6719,312,94,23,"9",0,58,"",,
6720,312,139,18,"10",0,57,"",,
6721,312,81,20,"11",0,57,"",,
6722,312,57,25,"12",0,57,"",,
6723,312,109,11,"13",0,56,"",,
6724,312,65,24,"14",0,55,"",,
6725,312,87,12,"R",0,52,"",,
6726,312,110,13,"R",0,41,"",,
6727,312,55,6,"R",0,31,"",,
6728,312,88,22,"R",0,29,"",,
6729,312,123,19,"R",0,29,"",,
6730,312,84,14,"R",0,28,"",,
6731,312,105,26,"R",0,25,"",,
6732,312,127,9,"R",0,24,"",,
6733,312,90,7,"R",0,21,"",,
6734,312,103,21,"R",0,21,"",,
6735,312,122,16,"R",0,16,"",,
6736,312,119,3,"R",0,1,"",,
6737,312,100,0,"F",0,0,"",,
6738,312,140,0,"F",0,0,"",,
6739,312,120,0,"F",0,0,"",,
6740,312,99,0,"F",0,0,"",,
6741,312,129,0,"F",0,0,"",,
6742,312,78,0,"F",0,0,"",,
6743,312,128,0,"F",0,0,"",,
6744,312,142,0,"F",0,0,"",,
6745,313,95,1,"1",10,45,"19:29.7",,
6746,313,119,4,"2",6,45,"13.779",,
6747,313,55,6,"3",4,45,"17.618",,
6748,313,77,3,"4",3,45,"32.651",,
6749,313,110,7,"5",2,45,"+1:17.537",,
6750,313,92,11,"6",1,45,"+1:40.605",,
6751,313,102,2,"7",0,44,"",,
6752,313,90,9,"8",0,44,"",,
6753,313,123,17,"9",0,44,"",,
6754,313,139,18,"10",0,44,"",,
6755,313,84,15,"11",0,43,"",,
6756,313,87,21,"12",0,43,"",,
6757,313,131,14,"13",0,41,"",,
6758,313,117,5,"R",0,37,"",,
6759,313,122,12,"R",0,36,"",,
6760,313,109,20,"R",0,35,"",,
6761,313,137,8,"R",0,27,"",,
6762,313,138,13,"R",0,26,"",,
6763,313,100,26,"R",0,22,"",,
6764,313,127,16,"R",0,21,"",,
6765,313,57,23,"R",0,19,"",,
6766,313,88,22,"R",0,15,"",,
6767,313,81,19,"R",0,14,"",,
6768,313,94,10,"R",0,11,"",,
6769,313,103,25,"R",0,9,"",,
6770,313,78,24,"R",0,0,"",,
6771,313,105,0,"F",0,0,"",,
6772,313,143,0,"F",0,0,"",,
6773,313,99,0,"F",0,0,"",,
6774,313,128,0,"F",0,0,"",,
6775,313,129,0,"F",0,0,"",,
6776,313,133,0,"F",0,0,"",,
6777,313,120,0,"F",0,0,"",,
6778,313,142,0,"F",0,0,"",,
6779,314,102,1,"1",10,77,"49:12.8",,
6780,314,95,3,"2",6,77,"4.599",,
6781,314,119,2,"3",4,77,"15.594",,
6782,314,77,5,"4",3,77,"21.856",,
6783,314,55,6,"5",2,77,"31.389",,
6784,314,122,9,"6",1,76,"",,
6785,314,110,17,"7",0,76,"",,
6786,314,90,15,"8",0,76,"",,
6787,314,92,16,"9",0,76,"",,
6788,314,100,25,"10",0,75,"",,
6789,314,127,13,"11",0,75,"",,
6790,314,131,8,"12",0,75,"",,
6791,314,81,23,"13",0,75,"",,
6792,314,57,26,"14",0,74,"",,
6793,314,138,14,"15",0,74,"",,
6794,314,78,24,"16",0,74,"",,
6795,314,123,19,"17",0,71,"",,
6796,314,94,18,"R",0,65,"",,
6797,314,87,20,"R",0,62,"",,
6798,314,84,10,"R",0,59,"",,
6799,314,109,12,"R",0,49,"",,
6800,314,137,11,"R",0,38,"",,
6801,314,103,21,"R",0,38,"",,
6802,314,88,22,"R",0,38,"",,
6803,314,139,7,"R",0,37,"",,
6804,314,117,4,"R",0,28,"",,
6805,314,129,0,"F",0,0,"",,
6806,314,105,0,"F",0,0,"",,
6807,314,128,0,"F",0,0,"",,
6808,314,143,0,"F",0,0,"",,
6809,314,99,0,"F",0,0,"",,
6810,314,133,0,"F",0,0,"",,
6811,314,120,0,"F",0,0,"",,
6812,314,142,0,"F",0,0,"",,
6813,315,102,1,"1",10,44,"27:17.7",,
6814,315,77,4,"2",6,44,"1.901",,
6815,315,137,6,"3",4,44,"32.176",,
6816,315,90,8,"4",3,44,"37.31",,
6817,315,119,17,"5",2,44,"57.187",,
6818,315,87,13,"6",1,44,"+1:40.035",,
6819,315,65,21,"7",0,44,"+1:44.599",,
6820,315,139,25,"8",0,43,"",,
6821,315,84,16,"9",0,43,"",,
